0	幾乎是空的。
1	包裝箱
2	恐怕我付不起。
3	踩這裡？
4	阿努比斯的大祭司
6	一把髮刷
7	一塊吸墨紙
8	一幅美麗的手繪壁畫……上面有個大洞！
9	1 英鎊 
10	拿這根鐵撬去打開裝著它的箱子吧。再會。
11	幾包繃帶和幾瓶氰化物。
12	一罐樟腦丸和一罐薄荷球。
13	一枝鉛筆
14	一根鋼製鐵撬。
15	士兵鑽了個洞，裝上炸藥。
16	面板上凹陷的一部分。
17	那已成為你選用的武器。
18	鎖住了。
19	一扇堅固的後門。
20	一個糖罐
21	螺絲
22	一把鐵鎚
23	一把鑿石鎬
24	一把長柄鐵鏟。
25	阿努比斯大祭司的護身符。
26	幾捲用來做衣服的布料。
27	發電機
28	一座黑色雕像，上面覆滿黃金飾品。
29	一個鑲滿黃金的箱子。
30	一根支柱
31	一個小蘆葦籃
32	一根長槍
33	一個花瓶
34	一塊木製吸墨紙。
35	一個玻璃瓶
36	死去女孩的袋子裡散落著幾枚硬幣。
37	一張海報
38	墓園蠟像
39	倉庫大門
40	一隻熊
41	筆桿與墨塊
42	一段斷裂的電線。
43	一支狀態良好的雙管獵槍。
44	彈藥
45	一個手搖鈴
46	一個燭台
47	一枚戒指
48	一具棺材
49	後門
50	一個雕刻精美的大黃金箱。
51	一把扇子
52	鐵欄杆
53	一個洞
54	一根撐著屋頂的木頭支架。
55	一個看起來非常牢固的掛鎖。
56	女巫蠟像
57	                                          [ 更多 ]
58	一座貓的聖像。
59	治療卷軸
60	一個金懷錶，附有金鍊。
61	你把它穿上了。
62	一張證書，證明這位合夥人在這家聲譽卓著的律師事務所中的資格。
63	石雕
64	玻璃
65	一座奴隸男孩的雕像。
66	藝術家
67	電纜
68	你的心靈力太低，無法使用水晶球。
69	等一下，我認出你了，你就是在那女人屍體旁被看到的那個男人。你就是開膛手！！！
70	一件配金鈕扣的藍色背心，十分醒目。
71	一把細針銼。
72	一個黃銅煤桶。
73	一副黑色火鉗。
74	一個墨水瓶
75	天平秤盤上的砝碼。
76	一顆螺絲
77	從那皮條客口袋裡找到的地址簿。
78	一條堅韌的繩子。
79	               繼續
80	石塊
81	一把劍。它的前任主人已經用不到它了。
82	幾包棉花和繃帶。
83	一把木柄掃帚。
84	麵包
85	一個鍋子
86	這條電纜被一連串的金屬扣環固定在牆上，無法從這裡取下。
87	證書
88	那個放不進去。
89	碎玻璃
90	一個小蘆葦籃。
91	一張畫作燒毀後的殘骸。
92	你的未婚妻。
93	一顆觸手仍溫熱的人類心臟。
94	三根木製手杖。
95	一個木製文件盤。
96	這隻變異植物怪物坐在一池黏液中，周圍環繞著牠那些變異人形奴隸餵給牠的腐屍。
97	煤炭
98	時鐘
99	一個罐子
100	一把從守衛身上取來的劍。
101	鎖匠的門
102	洞
103	一把染血的短劍。
104	這生物看起來像是某種由人類變異成植物的形態。
105	一雙棕色皮鞋。
106	線
107	一個時鐘
108	一個用於焊接的瓦斯罐。
109	依照碑文所述，這座墓穴是你自己祖先的安息之地。
110	沙子從上方不斷流向下方。你估計沙子大約在兩分鐘內就會流盡。
111	抽屜
112	一頂高頂帽，紳士出門必備的行頭。 
113	一件鮮黃色背心，鑲有紅色絲絨邊。 
114	一把短劍
115	一根銀頭紳士劍杖。
116	一本綠色的桌上日記本。
117	撕破的紙頁
118	我手上的物資不多，能做的有限，但我會盡力而為。
119	不行，我沒有剩下的醫療用品了。
120	沖頭
121	一套精緻的天平與砝碼。
122	一把銳利的鑿子。
123	焊接面罩
124	錢
125	一把鑰匙
126	一個為了炸開礦坑而鑽的孔洞。
127	假人
128	一段電線
129	奸詐的茉莉在你身後甩上門並鎖了起來。
130	一個裝滿油的小罐子。
131	一支調至升 G 音的音叉。
132	一把木柄髮刷。
133	你一靠近，觸手就試圖抓住你的手臂。
134	現在是空的了。
135	一具屍體
136	磨石
137	一塊木板
138	她急著想離開礦坑。
139	一把掃帚
140	士兵
